YBP,KDE
24019.5,0.4333
24018.5,0.429
24017.5,0.4251
24016.5,0.4214
24015.5,0.4178
24014.5,0.4144
24013.5,0.4108
24012.5,0.4077
24011.5,0.4044
24010.5,0.4015
24009.5,0.3984
24008.5,0.3956
24007.5,0.3931
24006.5,0.3905
24005.5,0.388
24004.5,0.3857
24003.5,0.3836
24002.5,0.3814
24001.5,0.3797
24000.5,0.378
23999.5,0.3764
23998.5,0.3746
23997.5,0.3737
23996.5,0.3722
23995.5,0.3709
23994.5,0.3703
23993.5,0.3697
23992.5,0.3688
23991.5,0.3684
23990.5,0.3682
23989.5,0.3683
23988.5,0.3683
23987.5,0.3685
23986.5,0.3692
23985.5,0.3699
23984.5,0.3706
23983.5,0.372
23982.5,0.3729
23981.5,0.3746
23980.5,0.3761
23979.5,0.3778
23978.5,0.3797
23977.5,0.3821
23976.5,0.3844
23975.5,0.387
23974.5,0.3899
23973.5,0.393
23972.5,0.3966
23971.5,0.3999
23970.5,0.4035
23969.5,0.4075
23968.5,0.4117
23967.5,0.4164
23966.5,0.4209
23965.5,0.4257
23964.5,0.4309
23963.5,0.4364
23962.5,0.4419
23961.5,0.4476
23960.5,0.4537
23959.5,0.4603
23958.5,0.467
23957.5,0.4737
23956.5,0.4808
23955.5,0.4882
23954.5,0.4961
23953.5,0.5039
23952.5,0.5123
23951.5,0.5212
23950.5,0.5298
23949.5,0.539
23948.5,0.5485
23947.5,0.5584
23946.5,0.5689
23945.5,0.5794
23944.5,0.5905
23943.5,0.6016
23942.5,0.6133
23941.5,0.6253
23940.5,0.6375
23939.5,0.65
23938.5,0.6631
23937.5,0.6769
23936.5,0.6911
23935.5,0.7051
23934.5,0.7201
23933.5,0.735
23932.5,0.7507
23931.5,0.7668
23930.5,0.7838
23929.5,0.8006
23928.5,0.8182
23927.5,0.8362
23926.5,0.8547
23925.5,0.8738
23924.5,0.8932
23923.5,0.9134
23922.5,0.9339
23921.5,0.9549
23920.5,0.9763
23919.5,0.9983
23918.5,1.0206
23917.5,1.0435
23916.5,1.0671
23915.5,1.0905
23914.5,1.1149
23913.5,1.1399
23912.5,1.1652
23911.5,1.191
23910.5,1.2169
23909.5,1.243
23908.5,1.2706
23907.5,1.2978
23906.5,1.3259
23905.5,1.3543
23904.5,1.383
23903.5,1.412
23902.5,1.4413
23901.5,1.4715
23900.5,1.5011
23899.5,1.5321
23898.5,1.5625
23897.5,1.594
23896.5,1.6246
23895.5,1.6564
23894.5,1.6878
23893.5,1.7198
23892.5,1.7515
23891.5,1.7839
23890.5,1.8155
23889.5,1.8475
23888.5,1.88
23887.5,1.9118
23886.5,1.9438
23885.5,1.9758
23884.5,2.0075
23883.5,2.0388
23882.5,2.0709
23881.5,2.1013
23880.5,2.1335
23879.5,2.1637
23878.5,2.1944
23877.5,2.2243
23876.5,2.2533
23875.5,2.2821
23874.5,2.3109
23873.5,2.338
23872.5,2.365
23871.5,2.3908
23870.5,2.4162
23869.5,2.4412
23868.5,2.4641
23867.5,2.4873
23866.5,2.5084
23865.5,2.5294
23864.5,2.5482
23863.5,2.5664
23862.5,2.5838
23861.5,2.5994
23860.5,2.6142
23859.5,2.6277
23858.5,2.6403
23857.5,2.652
23856.5,2.661
23855.5,2.6694
23854.5,2.6765
23853.5,2.6809
23852.5,2.6853
23851.5,2.6878
23850.5,2.6881
23849.5,2.6875
23848.5,2.6851
23847.5,2.6809
23846.5,2.6756
23845.5,2.6681
23844.5,2.6594
23843.5,2.6492
23842.5,2.6368
23841.5,2.6237
23840.5,2.6089
23839.5,2.592
23838.5,2.5744
23837.5,2.5555
23836.5,2.535
23835.5,2.5124
23834.5,2.4899
23833.5,2.4647
23832.5,2.4392
23831.5,2.4118
23830.5,2.3838
23829.5,2.3543
23828.5,2.3234
23827.5,2.2909
23826.5,2.2587
23825.5,2.2246
23824.5,2.1898
23823.5,2.1545
23822.5,2.1187
23821.5,2.0812
23820.5,2.0445
23819.5,2.0057
23818.5,1.9682
23817.5,1.9287
23816.5,1.8895
23815.5,1.8497
23814.5,1.8092
23813.5,1.7687
23812.5,1.7292
23811.5,1.6889
23810.5,1.6481
23809.5,1.6079
23808.5,1.5676
23807.5,1.5275
23806.5,1.4872
23805.5,1.4476
23804.5,1.4082
23803.5,1.3685
23802.5,1.3303
23801.5,1.2913
23800.5,1.2535
23799.5,1.2159
23798.5,1.1792
23797.5,1.1428
23796.5,1.1064
23795.5,1.071
23794.5,1.0368
23793.5,1.0027
23792.5,0.9692
23791.5,0.9362
23790.5,0.9044
23789.5,0.8729
23788.5,0.8417
23787.5,0.812
23786.5,0.7829
23785.5,0.754
23784.5,0.7264
23783.5,0.6989
23782.5,0.6728
23781.5,0.6466
23780.5,0.6217
23779.5,0.5971
23778.5,0.5736
23777.5,0.5508
23776.5,0.5284
23775.5,0.5069
23774.5,0.4857
23773.5,0.4656
23772.5,0.4466
23771.5,0.4272
23770.5,0.4091
23769.5,0.3916
23768.5,0.3746
23767.5,0.3581
23766.5,0.3422
23765.5,0.3271
23764.5,0.31256
23763.5,0.29819
23762.5,0.28484
23761.5,0.27184
23760.5,0.25935
23759.5,0.24733
23758.5,0.2358
23757.5,0.22466
23756.5,0.21399
23755.5,0.20396
23754.5,0.1944
23753.5,0.1848
23752.5,0.1759
23751.5,0.1674
23750.5,0.1592
23749.5,0.15125
23748.5,0.14386
23747.5,0.13688
23746.5,0.13003
23745.5,0.12338
23744.5,0.11726
23743.5,0.11136
23742.5,0.10568
23741.5,0.10033
23740.5,0.09522
23739.5,0.09024
23738.5,0.08564
23737.5,0.08115
23736.5,0.07688
23735.5,0.0729
23734.5,0.06904
23733.5,0.0654
23732.5,0.06196
23731.5,0.0587
23730.5,0.05554
23729.5,0.05253
23728.5,0.04977
23727.5,0.04702
23726.5,0.04457
23725.5,0.04206
23724.5,0.03979
23723.5,0.03771
23722.5,0.03555
23721.5,0.03365
23720.5,0.03182
23719.5,0.029991
23718.5,0.028322
23717.5,0.026798
23716.5,0.025284
23715.5,0.023809
23714.5,0.022459
23713.5,0.021295
23712.5,0.019983
23711.5,0.018871
23710.5,0.017774
23709.5,0.016801
23708.5,0.015841
23707.5,0.014906
23706.5,0.014062
23705.5,0.013209
23704.5,0.012433
23703.5,0.011731
23702.5,0.011032
23701.5,0.010357
23700.5,0.009758
23699.5,0.009199
23698.5,0.008683
23697.5,0.008137
23696.5,0.007623
23695.5,0.007156
23694.5,0.006693
23693.5,0.006288
23692.5,0.00593
23691.5,0.005554
23690.5,0.005223
23689.5,0.004898
23688.5,0.004594
23687.5,0.004309
23686.5,0.004019
23685.5,0.003774
23684.5,0.003556
23683.5,0.003306
23682.5,0.0030967
23681.5,0.0028897
23680.5,0.0026908
23679.5,0.0025268
23678.5,0.0023817
23677.5,0.0022043
23676.5,0.0020752
23675.5,0.0019489
23674.5,0.0018252
23673.5,0.0017043
23672.5,0.0015833
23671.5,0.0014704
23670.5,0.0013763
23669.5,0.0012849
23668.5,0.001207
23667.5,0.001129
23666.5,0.001043
23665.5,0.0009865
23664.5,0.0009086
23663.5,0.0008387
23662.5,0.0007849
23661.5,0.0007419
23660.5,0.0006908
23659.5,0.0006317
23658.5,0.0006183
23657.5,0.0005538
23656.5,0.0005188
23655.5,0.0004892
23654.5,0.0004435
23653.5,0.000422
23652.5,0.0003898
23651.5,0.0003602
23650.5,0.000336
23649.5,0.0003172
23648.5,0.00029569
23647.5,0.00027688
23646.5,0.00025537
23645.5,0.00023924
23644.5,0.00022311
23643.5,0.00020698
23642.5,0.00019086
23641.5,0.0001801
23640.5,0.00015591
23639.5,0.00015322
23638.5,0.00014516
23637.5,0.00013709
23636.5,0.00012365
23635.5,0.00011559
23634.5,0.00010752
23633.5,0.00010484
23632.5,0.0000914
23631.5,0.00008602
23630.5,0.00008333
23629.5,0.00007527
23628.5,0.00007527
23627.5,0.00006451
23626.5,0.00006183
23625.5,0.00005914
23624.5,0.00005645
23623.5,0.00005107
23622.5,0.0000457
23621.5,0.0000457
23620.5,0.00004301
23619.5,0.00003763
23618.5,0.00003763
23617.5,0.00003495
23616.5,0.00003495
23615.5,0.00003226
23614.5,0.000029569
23613.5,0.000029569
23612.5,0.000024193
23611.5,0.000024193
23610.5,0.000024193
23609.5,0.000021505
23608.5,0.000018817
23607.5,0.000018817
23606.5,0.000018817
23605.5,0.000018817
23604.5,0.000013441
23603.5,0.000013441
23602.5,0.000013441
23601.5,0.000013441
23600.5,0.000013441
23599.5,0.000013441
23598.5,0.000010752
23597.5,0.000008064
23596.5,0.000010752
23595.5,0.000008064
23594.5,0.000008064
23593.5,0.000008064
23592.5,0.000008064
23591.5,0.000008064
23590.5,0.000008064
23589.5,0.000005376
23588.5,0.000005376
23587.5,0.000005376
23586.5,0.000005376
23585.5,0.000005376
23584.5,0.000005376
23583.5,0.000005376
23582.5,0.000005376
23581.5,0.000005376
23580.5,0.000005376
23579.5,0.0000026881
23578.5,0.000005376
23577.5,0.0000026881
23576.5,0.0000026881
23575.5,0.0000026881
23574.5,0.0000026881
23573.5,0.0000026881
23572.5,0.0000026881
23571.5,0.0000026881
23570.5,0.0000026881
23569.5,0
